Number of hit	Text ID	Context before	Query item	Context after
36	3334757	Finally , we have discovered and propose to characterize a	novel	family of 22 - carbon prostaglandins that , because of
37	3106384	to the study of this disease have been supplemented with	novel	approaches which may offer new opportunities for diagnosis and treatment
38	4694542	spontaneous and induced diseases in the same species . A	novel	method of performing foam separation has been developed . The
39	3073725	alterations in common neonatal cardiopulmonary pathologic states may lead to	novel	therapies for a number of currently untreatable , or poorly
40	4694634	in the endoplasmic reticulum the smooth muscle cells . The	novel	pharmacology of K-type tachykinin binding sites has been identified in
41	4694531	association constants were obtained by competition experiments . This relatively	novel	method for measuring the strength of binding is relevant not
42	3334340	output in man . The second concerns analysis of a	novel	hypothesis regarding the role played by branch points in the
43	3334117	Kinetic and mechanistic studies on Factor XIIIa . III .	Novel	procedures for the labelling and isolation of cross-linking sites of
44	3335903	silica or asbestos . Finally , we will test a	novel	hypothesis as to the mode of action of nonsteroidal antiinflammatory
45	3073890	product inhibition of LpL at interfaces ; g) Design of	novel	reversible and irreversible CEase inhibitors that are cholesteryl ester analogs
46	3335679	by these monoclonal antibodies . Finally we have identified a	novel	cleavage product of human prothrombin in plasma , fragment 1.2.3
47	3340804	Animal studies will be carried out using a ventilator of	novel	design which allows the quantitative collection and measurement of expired
48	3340290	plasma gelsolin may contribute to maintenance of hemostasis by a	novel	mechanism . In the first aspect of this proposal ,
49	3098174	Huttenlocher 's positron emission tomographs . Steck will test a	novel	hypothesis which explains and promises to reverse the increased passive
50	3106210	response to hypoxia will be studied to define specific and	novel	hormonal markers of hypoxic stress . The effects of autonomic
51	3340827	from alcoholic men and women were found to contain a	novel	form of hemoglobin ( hemoglobin Alalc having the following characteristics
52	3341468	to : 1 ) isolate to homogeneity and characterize two	novel	vasoactive peptides from the lung : VIP and " spasmogenic
53	3341269	total current that can be passed without discomfort . A	novel	electrode configuration is proposed in addition to allow either pacing
54	3341272	Recent investigations in this laboratory have established existence of a	novel	mechanism capable of securing irreversible platelet aggregation independent of ADP
55	3311842	in embryogenesis and implantation . Progress in the development of	novel	methods of fertility regulation as well as in the area
56	3311588	production of ketone bodies . This is a recent and	novel	finding which adds yet another dimension to the metabolic capacity
57	3312313	mechanisms in the male reproductive system , and may offer	novel	possibilities for the artificial control of male fertility . The
58	3335369	electrical and mechanical toxicity induced by high concentrations . A	novel	approach is described for the detection of soluble aggregates of
59	3336421	, solubilized in detergent , will be determined using a	novel	application of equilibrium sedimentation . The molecular form of serotonin
60	3337450	latter consideration will also be pursued by refinement of a	novel	sensitive assay for ionophores in tissues based directly on their
61	3335301	binding sites for target proteins . These investigations will include	novel	procedures involving reactions on matrix - bound heparin and covalently
62	3337466	as measured by various in vitro assays and in a	novel	AV shunt model in dogs . Furthermore the bound thrombin-antithrombin
63	3336638	antibodies with exquisite specificity have the discriminatory power to identify	novel	antigenic determinants involved in anion transport on either Band 3
64	3336658	mediator of bronchospasm in asthma , is formed via a	novel	lipoxygenase - leukotriene pathway . We have discovered the conditions
65	3336658	intend to continue the investigation of the formation of a	novel	polar material which we discovered to be synthesized from arachidonic
66	3336789	be prepared by modification of protoporphyrin- IX derivatives . Certain	novel	, unlabeled porphyrins will also be synthesized , either by
67	3341427	consumption on aspirin inhibition of prostanoid generation in man .	Novel	synthesis of a deuterated derivative of aspirin will permit us
68	3312427	- specific adhesion followed by post-adhesion cellular responses . This	novel	approach will be used to directly test the ability of
69	3312457	cells and determine the route of IgG transport in a	novel	in vitro human IgG transport system . This will be
70	3312474	: a ) a sweet diet , b ) a	novel	diet , c ) excess milk , or d )
71	3312592	results of these studies will provide new information about a	novel	form of communication from mother to fetus . Elucidation of
72	3312611	been screened . A number of the monoclonals have revealed	novel	patterns of protein expression during early development and three monoclonals
73	3096735	structural requirements of receptor recognition and transduction by means of	novel	conformationally restricted analogs of LRF agonists and antagonists ; the
74	3448475	include standard clinical assays and standard analytical techniques . A	novel	, systematic approach to the production , HPLC analysis ,
75	3339428	in thrombi . During the current grant period , a	novel	immunochemical strategy to obtain fibrin specific antibodies has been validated
76	3339559	gene expression in humans . Four patients expressing the following	novel	globin phenotypes have been chosen for study : The first
77	3339575	the cellular , molecular enzymological and whole animal levels --	novel	but structurally simple compounds of our own design which have
78	3275475	groups . The nucleophilic substrates will be used in a	novel	controlled monoalkylation sequence . Of particular interest in this regard
79	3342554	adenosine influences down -regulation of B-A receptors . As a	novel	approach to these problems , we propose to examine long
80	3342120	possible use in treatment of shock or for use in	novel	approaches to control of hypertension . We will attempt the
81	3342606	Measurements of 1 ) the proneness for infarction by a	novel	MCA occlusion test , 2 ) BP and 3 altered
82	3342134	cultures is an alpha-adrenegic response . Further characterization of this	novel	and important finding is the focus of the present work
83	3343780	subsets using a panel of monoclonal antibodies , including several	novel	reagents ; measurement in serum of soluble forms of lympohcyte
84	3343797	the mechanisms governing this non-uniform distribution of cholesterol . A	novel	method for the measurement of cholesterol transfer between various intracellular
85	3311007	research plan consists of the completion and exploitation of a	novel	method to clone open ready frames ( orfs ) directly
86	3345946	radioimmunoassay of PGs , measurement of intracellular calcium by a	novel	technique of aequorin luminescence ( or alternatively , measurement of
87	3342705	compressibility modulus . These properties will be measured using both	novel	and established techniques including micropipette aspiration and membrane tether formation
88	3311365	elucidate the endocrine mechanisms of corpus luteum regression , a	novel	observation was made : adenine - derived purines produce an
89	3311365	Sertoli cell responses to FSH . Information derived from this	novel	area of research may provide a greater understanding of endocrine
90	3343285	alterations in common neonatal cardiopulmonary pathologic states may lead to	novel	therapies for a number of currently untreatable , or poorly
91	3345656	this interaction . We propose to investigate this in a	novel	way with the use of neuron-enriched co-cultures from hypothalamus and
92	3344036	cannot be administered for religious reasons . They also have	novel	and promising applications including perfusion of whole organs , preoperative
93	3106130	complete the isolation , molecular characterization and synthesis of a	novel	pituitary and placental protein , mesotrophin , or mesodermal growth
94	3310762	proteins will be sought in human pituitary tumours . A	novel	chondrocyte growth factor in the human pituitary will be purified
95	3342527	of enzyme activity . Furthermore , these studies may provide	novel	means of diagnosing lung microvascular injury and could be of
96	3339100	incorporation , and 5 'nucleotidase activity . These studies are	novel	because a full picture of energy production and nucleoside transport
97	3344606	. Thus , the information gained could aid in designing	novel	antiinflammatory reagents which might be applicable to the large numbers
98	3350089	. Reintroduction of such modified genes into inbred mice affords	novel	opportunities for studying gene function and dissecting the mechanisms regulating
99	3073636	of hydroneohrosis , since such a model may represent a	novel	means of investigating the function of arachidonic acid derivatives in
100	3081680	, the use of this bacterial enzyme may represent a	novel	and potentially powerful mode of pharmacologic manipulation of many cellular
101	3341797	prepared . The key step in our approach is a	novel	cyclization of a suitably functionalized 1,1-dialkoxymethyllithium compound . We will
102	3341797	of the upper side chain would be achieved using a	novel	Z-allylpotassium reagent . The total synthesis of thromboxane A2 would
103	3310487	with unresponsive substitute mothers are passive in their approach to	novel	environmental events . In such situations , locomotion , vocalization
104	3310487	with responsive mother substitutes are active in their approach to	novel	environmental events . Locomotion , vocalization , manual and visual
105	3341609	elucidate the mechanisms underlying these differences I will employ some	novel	tracer techniques to follow the intracellular transport of LDL apoprotein
106	3350580	of vascular lipoxygenase by blood cells and to identify any	novel	lipoxygenase metabolites that are formed as a result of direct
107	3341660	and subendothelial zone limited by the basement membrane . Integrating	novel	methodological approaches to the problem of cardiovascular infections will result
108	3349954	heart rate and behavioral responses associated with exposure to a	novel	environment ; and d ) heart rate and behavioral responses
109	3318414	how children use it to figure out the meaning of	novel	words . 3 . Children may also narrow down a
110	3318447	using a synthetic peptide substrate . ( c ) A	novel	src-related tyrosine kinase ( 100K ) that we have identified
111	3317466	of the individual state parameters . In addition , a	novel	application of qualitative dynamics will be used on heart rate
112	3348487	to continue ongoing in vitro and in vivo studies with	novel	vasodilator S-nitrosothiols , with particular emphasis on determining the mechanism
113	3348487	modulates vascular smooth muscle tone , and how established and	novel	vasodilator drugs may be better employed clinically to treat disorders
114	3448361	puberty . As such , the proposed studies represent a	novel	paradigm for determining the neuroendocrine basis for the onset in
115	3448361	LH by the pituitary gland . The proposed studies are	novel	and important . First , they stand in sharp contrast
116	3348527	directly physiological properties with myosin isozyme content . A further	novel	and important feature of the proposed work is the intent
117	3321013	. An exciting new field of research opens with the	novel	hypothesis supported herein by preliminary data that human cells for
118	3448999	in the newborn under normal and abnormal conditions . The	novel	technique of micropuncture of the lung will be used to
119	3317736	additional intraovarian modulatory mechanism ( s ) . Amongst potential	novel	modulators of GC ontogeny , Somatomedin- C appears uniquely suited
120	3317736	from its replicative property , and may thus represent a	novel	biologic effect of this polypeptide . These observations , coupled
121	3317736	GC immunoreactive Sm-C release , suggest the existence of a	novel	intraovarian autocrine control mechanism , wherein Sm-C may serve as
122	3317850	the full Wisconsin sample . But the second and more	novel	approach will use the respondent - sib difference in IQ
123	3349700	and to apply this mechanistic knowledge to the development of	novel	approaches to the therapy or prevention of cardiovascular diseases .
124	4694474	influence on the activity of diol dehydratase , suggesting a	novel	reaction mechanism . The enzyme was strongly inhibited by several
125	3348000	an integrated approach to study this complex problem . A	novel	feature of our research effort is the use of a
126	4694486	biology we can approach the study of these myosins in	novel	ways which are not possible using the classical techniques of
127	3448298	sexual encounters . Thus , within the framework of a	novel	experimental hypothesis , the proposed studies offer new insights into
128	3448067	phenotype . To this end , we have devised a	novel	method for specifically cloning Ychromosome DNA and have constructed a
129	3348246	homogeneous radiolabeled choline and ethanolamine plasmalogens and have identified two	novel	mammalian phospholipase activities in canine myocardium which hydrolyze plasmalogen .
130	3347146	chemistry of protein kinase - C activation and inhibition .	Novel	diglyceride analogs will be synthesized and structure - activity studies
131	3651040	synthetic and biological testing program aimed at the development of	novel	antiprogestational agents that will interfere with progesterone receptor utilization and
132	3651065	on the design , synthesis , and biological testing of	novel	analogs of the luteinizing hormone - releasing hormone decapeptide .
133	3317334	been found in human plasma and is termed " the	novel	OT - like peptide . " This novel peptide rises
134	3317334	" the novel OT - like peptide . " This	novel	peptide rises in human plasma in response to administration of
135	3317334	the plasma of patients with chronic renal failure . This	novel	peptide has heretofore not been described in humans . Reverse
136	3508451	term objectives of this research are to implement and evaluate	novel	adaptive electrocardiographic digital signal processing techniques . These techniques offer
137	3508451	these goals will consist of : refining and implementing these	novel	algorithms in a microprocessor system to determine the speed ,
138	3317371	. In the proposed 3 - year study , a	novel	design will be employed to assess the extent to which
139	3500706	exploration in vascular disease research . Future applications of the	novel	molecular weight fractions of GAGs will be directed toward assessment
140	3348378	; plaque analysis ; biochemistry ; and hematology . A	novel	magnetic imaging system using time - varying gradients is proposed
141	3348378	on relevant biochemical parameters of the plaque . Using a	novel	approach to spectral estimation , images are derived of these
142	3374542	concentrations of norepinephrine and urinary excretion of MHPG . c)	Novel	approaches to treating schizophrenics . A controlled study of the
143	3375281	data reduction of the time - lapse videotapes incorporates a	novel	computer - assisted rating procedure . Standard whole skeletal muscle
144	3315908	surgery for this disease . The study will also provide	novel	and important information about the role of immunity in OM
145	3375315	a series of different stimuli did their responding generalize to	novel	retrieval cues . The PI now seeks to exploit this
146	3376862	We have recently completed a pilot study to test the	novel	hypothesis that depressed persons may manifest aberrant rate-sensitive feedback .
147	3376881	. In previous rsearch , the PIs have developed a	novel	methodology for studying the emergence of peer status , namely
148	3376881	status develops . The focus of observation will also be	novel	, in that boys ' responses to specific , naturally
149	3316006	, and special attention to possible cohort effects . Two	novel	features of our work will be ( i ) use
150	3500621	is proposed that studies of these agents will lead to	novel	therapeutic approaches for treating hypertension and various edematous states .
151	3376298	efforts to discover the etiology of this disorder , the	novel	characterization of the psychopathic deficit suggested by this research may
152	3375743	. For example , potent sensory stimuli ( such as	novel	odors , milk when deprived , foot shock ) and
153	3099019	overall organization of the fore - and mid-brain . A	novel	approach to neuropathology will utilize computer - assisted morphometric techniques
154	3376934	prior illiteracy , television 's advent has constituted an especially	novel	, potent , rapid , and potentially disturbing introduction to
155	3316073	-sectional studies designed to elicit , judge , and analyze	novel	words , and ( c ) cross-linguistic studies to collect
156	3376982	and errors in cognitive tasks . It relies on a	novel	speed - accuracy decomposition procedure which involves a mixture of
157	3376378	tasks , and on galvanic skin response to repeated and	novel	tones , which differentially reflected the site of lesion .
158	3376378	, and ( d ) psychiophysiological responses to repeated and	novel	tones . Those autistic Ss who fall within the age
159	3375772	basic and have no nitrogen . They thus present a	novel	structure to the arena of neuroleptics and can have significant
160	3128564	cells . In the first part of the project ,	novel	radioactive iodine and tritium labeling procedures will be used to
161	3128584	this virus group includes several unique features , including a	novel	mechanism of RNA synthesis , which involves leader RNA -
162	3346449	synthetic reagents . New hybridoma antibodies will be generated to	novel	epitopes to further define the regions on Factor VII mediating
163	3376542	of developed general cognitive skills including measures of transfer to	novel	learning , problem solving situations . In addition to meeting
164	3375383	investigated . Dopamine receptor turnover will be evaluated utilizing a	novel	technique . Receptor autoradiography will be performed to determine the
165	3346574	serine proteases involved in the blood coagulation pathway . Both	novel	transition state inhibitors and mechanism - based ( suicide )
166	3376588	side - effect - free treatment of depression and a	novel	pharmacologic approach for studies of the biochemistry of depression .
167	3375911	specific aim of the present project is to explore a	novel	general hypothesis that behavioral arousal is an expression of the
168	3375919	explaining the pharmacology of the phenothiazines or in providing a	novel	means of pharmacologically regulating various Ca + + dependent processes
169	3375043	Behavioral development of the Norway rat is analyzed from a	novel	perspective in which behavioral and physiological exchanges between mother and
170	3375479	, starting with leads given by at least three candidate	novel	aporphines now available . Possibly irreversible interactions of alkylating analogs
171	3375479	and other neuropsychiatric disorders , and which may lead to	novel	routes of developing antipsychotic and antidyskinetic agents . A multiphasic
172	3376091	( 2 ) what processes govern the course of learning	novel	categories . With regard to ( 1 ) , our
173	4696461	central CCK function , suggesting that CCK antagonists may be	novel	antipsychotic agents in reducing dopaminergic function in the mesolimbic pathway
174	4696305	brain following in vivo or in vitro application . This	novel	ligand has potential use in PET applications . In hamsters
175	3314063	influx of adenine nucleotides into the matrix compartment via a	novel	transport mechanism that regulates unidirectional movement of ATP and ADP
176	3314063	the initiating physiological signals at birth , characterization of the	novel	ATP , ADP transport mechanism in he mitochondria ; the
177	3314078	the intrafollicular architecture . These studies will attempt to implicate	novel	mechanisms in the process by which the follicle destined to
178	3315428	the theory , especially in studies that expose children to	novel	forms and then test their comprehension , production , and
179	3502907	these agents . Research Biochemicals proposes a program to prepare	novel	substances with selective agonist or antagonist action at specific DA
180	3502907	Phase I research are : 1 ) the synthesis of	novel	aporphines and related compounds with irreversible binding activity at DA
181	3098984	study of clinical problems . Recently we have developed a	novel	treatment approach which utilizes the adaptation response of CNS receptors
182	3315438	used to determine the role of each component of the	novel	tripartite photoperiod sequence that initiates puberty . This photoperiod sequence
183	3314875	to new methods for increasing livestock production as well as	novel	approaches to contraceptives . The primary goal of this research
184	3314164	gametes as a model system , we have discovered a	novel	perozide mediated blodk to polyspermy . Fertilized sea urchin eggs
185	3314908	the first fundamental knowledge on this question . It is	novel	methodologically in combining the precision of detailed coding procedures for
186	4696463	free cortisol , and dexamethasone suppression test responses . A	novel	hamster separation model of depression is under development for analysis
187	4696465	investigated . We are currently investigating the effects of the	novel	benzodiazepine , alprazolam , as an additive pharmacologic treatment to
188	3449509	name of the system is EIDETIC . Its design is	novel	in that the textual decision system , akin to a
189	3314216	to impaired functional capacities . This study will use a	novel	in vitro system that allows retraction to be synchronously induced
190	3314736	nuclear / cytoplasmic interactions in the mouse embryo using a	novel	nuclear tranplantation technique . This technique will be employed to
191	3314744	in vivo and in vitro , using a series of	novel	assays . We will test the hypothesis that the increase
192	3314744	. This part of the project will also use a	novel	method for measuring adenylate charge in a single intracellular compartment
193	4696493	of the sleep schedule . The present work represents a	novel	approach : observation of sleep and waking when the core
194	3315052	. Six-month -olds will be offered a familiar and a	novel	object , and their initial choice of which to touch
195	4696499	gene data for linkage awaits blotting of completed pedigrees .	Novel	RFLP 's were discovered using complement C4 , neuropeptide Y
196	3077704	neurophsychiatric clinical research . He will catalyze the development of	novel	educational programs at the University of Rochester Medical Center as
197	3378962	information on the neuropsychopharmacologic effects of what may be a	novel	class of antidepressant agents . Furthermore , the results will
198	3109340	reducing adolescent drinking and decreasing risk for adult alcoholism ,	novel	perspectives for the collection of data and the development of
199	3109340	The intent of the present proposal is to provide this	novel	perspective . The proposed study is based on recent findings
200	4696406	characterize the mammalian FMRF - NH2 like peptides . Two	novel	peptides , which are immunoreactive to FMRF - NH2 antiserum
201	4696406	. The molecular mechanism underlying this antiopiate effect of the	novel	mammalian FMRF - NH2 like peptide is under current investigation
202	4696424	in cDNA -mRNA hybridizations to identify lesion - induced and	novel	mRNA species . Injection of frog oocytes with mRNA fractions
203	4696424	the cultured septal cells . Identification and cloning of a	novel	cholinergic neuronotrophic factor may lead to new therapeutic approaches to
204	4696432	the complex studies on the behavioral and biochemical effects of	novel	( non-benzodiazepine ) anxiolytics as well as " anxiogenic "
205	4696432	anxiogenic " inverse agonists , and the identification of a	novel	benzodiazepine receptor in the CNS and peripheral tissues for 4
206	4696296	placebo-controlled clinical trials are employed to evaluate routinely used and	novel	agents for the treatment of these disorders . A number
207	4696296	. A clinical probe of limbic system excitability utilizing a	novel	provocative agent , procaine , is also being employed .
208	3058350	professionals by promoting library services in underserved areas , using	novel	, cooperative approaches designed to overcome current barriers ; 2
209	3069678	investigated . Dopamine receptor turnover will be evaluated utilizing a	novel	technique . Receptor autoradiography will be performed to determine the
210	3069578	interested in finding new ligands in the future so that	novel	neurotransmitter and drug receptors can be labeled . We are
211	3164367	three members of the casein multi-gene family , and a	novel	whey acidic protein gene ) will be studied in mammary
212	3114469	formation in our system . We have also designed a	novel	method to induce bone using perforated bone matrix , and
213	3090607	as well as in defining the unusual properties of a	novel	class of microorganisms , having incubation periods measured in decades
214	3164792	but non-specific . we propose to study a series of	novel	compounds which may begin to give insights to boen metabolism
215	3070471	vitro synthesis of autoantibodies . Through these experiments useful and	novel	information will be derived which may aid in delineating the
216	3165047	adhesion proteins was approached from near- neighbor analyses . A	novel	, photolabile , heterobifunctional cross-linking procedure was developed that is
217	3165659	antitumor substance isolated from Sesbania drummodii seeds ; and the	novel	anticancer antibiotic bactobolin ( NSC 325014 ) , which is
218	3165570	determine if the antileukemic sulfoxide nitrosourea NSC 321528 which generates	novel	1 , 2 - oxathietanes functions by inducing photodimers following
219	3165570	lead compound , the sulfur-mustard nitrosourea NSC 292684 , of	novel	nitrosothioureas and disulfide - linked nitrosoureas designed to be preferentially
220	3165358	potential . To elucidate this point , the synthesis of	novel	polycyclic hydrocarbons fused to or incorporating activating rings is proposed
221	3165358	activate remote K-regions and bay regions of known carcinogens .	Novel	synthetic routes developed in the principal investigators laboratory will be
222	3166978	actinomycin clinically useful anti-cancer drugs . We will use a	novel	approach ( distance geometry ) to determine the physical basis
223	3092975	techniques . Dr. Chen is identifying cancer cells using dyes	novel	for this purpose , Rhodamines . He has found these
224	3487563	( MDC ) proposes to explore the feasibility of a	novel	design for an inexpensive detector configured for rapid measurement of
225	3167872	site of replication forks . The proposal thus presents a	novel	approach to study the mechanism of the cellular toxicity of
226	3167900	with normal cellular proteins , these studies may elucidate a	novel	mechanism of cellular regulation which has not yet been identified
227	3168345	SDS - gel electrophoresis in WS cells , is a	novel	protein or a post - translational modification of an existing
228	3169685	and 10 . Remote hydroxyl group directed hydride reductions provide	novel	solutions for the remaining stereocontrol required by these strategies for
229	3169685	Astrocytoma neoplastic cell lines . Therefore , we consider this	novel	diterpenoid natural diepoxide to be a template for the design
230	3124134	arises by K + diffusion , and point to a	novel	pattern of chemiosmotic ion currents . I hope to explore
231	4688536	transduction across the lymphocyte plasma membrane is under investigation .	Novel	fluorescent probes of physiologic parameters such as membrane potential ,
232	4688544	these genes molecularly . Significance : These experiments provide a	novel	strategy for identifying and cloning genes involved in the metabolism
233	4688545	( Sp ) . The resistance was mediated by a	novel	plasmid-encoded adenylylating enzyme which modified Sp , but not Sm.
234	3125404	to cover new secondary metabolites from higher plants which have	novel	chemical structures and which have potential for clinical use as
235	3125404	proven presence amongst higher plant extracts of structurally and therapeutically	novel	agents . Once confirmed to be active , the most
236	3125414	oncogenic adenovirus DNA inserted in bacterial plasmids or phages .	Novel	features of the initiation process , like for example ,
237	3125520	antibody selected and natural . This includes the production of	novel	antigenic types by molecular cloning . Attempts will be made
238	3093481	. The second of these projects explores the integration of	novel	and varied information in common display formats , hoping to
239	3125556	in RIAs and other assays , and for use in	novel	diagnostic probes ( objectives 3 , 4 ) . 3
240	3125556	3 , 4 ) . 3 . To identify by	novel	immunohistochemical , immunochemical , and biochemical techniques , new antigen
241	3170938	occur by different mutational events . We have developed a	novel	method to detect and characterize single base substitutions in transcribed
242	3093517	within transformed cells . 3 . Transfection / transformation with	novel	SV40 DNA sequences . 4 . T antigen : properties
243	3170964	theme of our research efforts . We have described a	novel	mechanism for regulation of hormone biosynthesis during study of "
244	3170980	substances should be structurally unique , and perhaps function by	novel	biochemical mechanisms . Routine methods of isolation and structure elucidation
245	3171126	through regulation of EPO levels but by an influence on	novel	erythropoietic stimulatory factor . This factor is produced in response
246	3125892	proposal emphasizes ( 1 ) the possible role of the	novel	anhydro- muramyl -containing fragments ( and other PG fragments )
247	3170274	these meta-C-C6-N units appear to be biosynthetically derived from a	novel	branch of the shikimic acid pathway . In addition to
248	3126161	or vial antigens ) . They may also lead to	novel	insights into fundamental mechanisms involved in the pathogenesis of autoimmune
249	3124857	The objective of this research is to devise and develop	novel	and efficient pathways for the total synthesis of certain macrolide
250	3124156	into new functional subsets through this technology , which is	novel	because it avoids the need to have present in the
251	3124156	cells fail to respond . The same basic approach of	novel	cloning technologies will be applied to T lymphocytes to develop
252	3171869	the chemistry , stereochemistry , and antitumor activity of the	novel	antitumor epoxyfuranoxanthone , psorospermin , and other related compounds .
253	3171873	. Molecular cloning , sequence determination , and analysis of	novel	genome variants of adenovirus type 3 ( Ad3 ) have
254	3125905	transformation . The investigation of plasmid transformation should clarify several	novel	genetic recombinatory processes in addition to mismatch repair . By
255	3124689	against nonhomologous DNA base sequences . We will develop a	novel	plasmid system to aid in these studies , using techniques
256	3126617	to command our interest . We have succeeded in detecting	novel	human IFN - alpha and beta mRNAs using translation assays
257	3126617	chromosomes 2 , 5 and 9 ; in isolating several	novel	IFN - beta-related human genomic DNA clones ( in addition
258	3126617	is likely to provide a basis for the production of	novel	human IFNs that may be useful in the clinic against
259	3152443	Alpha-L-fucosidase m-RNA activity ? Answers to these questions will provide	novel	information concerning the biosynthesis and processing of Alpha-L-fucosidase and will
260	3128449	goals we have available : 1 ) a series of	novel	real - time spectroscopic procedures with which to analyze ligand
261	3128474	of thymidine kinase predominate and activity is inhibited . This	novel	property suggests a biochemical approach to evaluate the influence of
262	3127620	( ECAC ) , is receiving increasing attention as a	novel	bacterial product which is able to modify the function of
263	3127620	entry into susceptible target cells will be investigated . A	novel	approach to study ECAC is being provided by the mouse
264	3127620	the tissue specificity and mechanism of action may enable this	novel	bacterial product to be used as a probe in other
265	3125700	Ir products . In addition , we will apply two	novel	systems which we have developed to the analysis of the
266	3127121	behavior but will also have the potential for application in	novel	methods of control , e.g. , " third generation pesticides
267	3127161	inserted itself into the AcNPV DNA genome and exhibits a	novel	genetic instability . By determining the structure of the element
268	3256233	emphasis on ceramide metabolism . 2 . Concentrate on the	novel	finding of lenticular fucolipids . 3 . Publish more papers
269	3152424	objectives of this research project are to further characterize this	novel	human alpha IFN and to test the hypothesis that endogenous
270	3152399	potential agents for treatment of arthritis . Cyclosporin , a	novel	immunosuppressive agent that inhibits certain T-cell populations while not suppressing
271	3152399	of this proposal are to : 1 ) synthesize the	novel	amino acid , 2S - methylamino-3R - hydroxy-4R-methyl-6E-octenoic acid ;
272	3152404	are deficient in B12 production are being examined to detect	novel	intermediates in the biosynthesis of the vitamin . The mode
273	3152404	is expected to lead inter alia to the discovery of	novel	methods of monitoring metabolic processes in living cells and ,
274	3128040	atopic dermatitis . Recent investigations have utilized chromatofocusing as a	novel	means of biochemical identification and have shown two distinct abnormal
275	3152361	other types of inflammation including foreign body granulomas . A	novel	cutaneous model has been developed in the mouse by transplantation
276	3174521	. In this application , we propose to develop a	novel	mammalian cell assay for mutagens and potential carcinogens that will
