Number of hit	Text ID	Context before	Query item	Context after
224	3874677	PLC - gamma / phosphatidyl inositol bisphosphorylate ( PIP 2 ) turnover of p2lras / GAP signalling . Therefore ,	novel	substrates for these two kinases are being isolated and characterized at present . 3 . The mechanisms of oncogenic activation
225	3874679	is a great deal of heterogeneity which is likely the consequence of RNA processing . We have previously described a	novel	human gene related to the abl proto - oncogene , termed arg , located at chromosome position 1q24 - 25
226	3144493	in L. monocytogenes which are either defective or altered in intracellular growth and / or cell to cell spread .	Novel	delivery systems of Tn917 - lac will be exploited which will assist in the isolation and characterization of mutations .
227	3144493	isolation and characterization of mutations . Three different selection schemes will be utilized to isolate mutants : 1 ) A	novel	technique called intracellular methicillin selection of mon-growing mutants ; 2 ) isolation of small - plaque mutants ; and 3
228	3436832	the hypothesis that resistance to oxidative killing may contribute to the virulence of this organism , we have isolated a	novel	class of mutants of Cryptococcus sensitive to hyperbaric oxygen . Genetic characterization of these mutants has thus far defined at
229	3810550	pathogens . The goal of this proposal is to apply a molecular genetic approach to identify and characterize existing and	novel	drug targets of M. avium and M. tuberculosis infections . The necessary genetic tools to study mycobacterial functions have already
230	3810550	avium and M. tuberculosis infections . The necessary genetic tools to study mycobacterial functions have already been developed . Using	novel	cloning vectors , both single copy E. coli-mycobacteria shuttle phasmids and multi-copy shuttle plasmids , recombinant - DNA has been
231	3192368	treatment , this has yet to become a robust clinical tool . In this application we introduce an array of	novel	, verified techniques which provide high - resolution images of the important spectroscopic components . These images will provide an
232	3192368	with very coarse voxels , with questionable value , and very long imaging times . We propose a combination of	novel	proven techniques which will provide the desired spectroscopic images in a robust fashion . These techniques include : water -
233	3192368	the high SNR water image . In addition to these generalized techniques , we plan to apply a variety of	novel	specialized techniques including a multiple quanta excitation sequence which can separate the important lactate component from the large lipid signals
234	3195318	and relatively late postnatal activation of this promoter in the liver , and the potential androgen conditional expression provide a	novel	method for analysis of tumorigenesis . These transgenic mice will be used to investigate the timing and phasing of tumorigenesis
235	3196043	specifically high resolution , will have to be developed . The goal of the proposed research is to develop a	novel	high performance SPECT system for clinical brain imaging . The concept of this SPECT system is based on our previously
236	3459851	these long term objectives , I have chosen two areas of concentration . The first is the characterization of the	novel	DNA repair enzyme DNA deoxyribophosphodiesterase , or dRpase . The enzyme , initially isolated from E. coli , catalyzes the
237	3813399	involves inoculation of amphotropic MuLV ( 4070 ) into pristane - treated DBA / 2 mice . Data suggest that	novel	genetic mechanisms involving the c-myb gene may be implicated in the transformation of some of these tumors , since these
238	3607992	relationship between molecular structure and radiosensitizing effectiveness which has accumulated from past and current studies . New and / or	novel	radiosensitizers for introduction into the clinic are expected from the proposed project . Collect sufficient quantities of 1,000 marine organisms
239	3489183	HIV infection , , we will determine the ability to stimulating virion production , by stimulating infected lymphocytes . A	novel	approach to the generation of human monoclonal antibodies will be investigated . C.B-17scid/scid ( SCID ) mice will be engrafted
240	3489183	origin of these monoclonal antibodies will be verified and their isotype determined by ELISA . It is anticipated that this	novel	approach to the generation of human monoclonal antibodies will allow the production of monoclonal antibodies against a vast array of
241	3144556	both T and B cells . In addition the two enhancers are controlled by the binding of distinct sets of	novel	trans -acting nuclear transcriptional regulatory proteins which differ from those which have previously been reported to regulate the expression of
242	3455541	As the standard therapy for the infection is associated with significant toxicity , it would be clinically relevant to identify	novel	targets for chemotherapeutic intervention . Probing the genetic basis for fungal virulence is one avenue of investigation which is promising
243	3810824	will be determined in isolated synovial lining cells in response to specific factors . This group of studies may identify	novel	targets for therapeutic intervention in rheumatoid arthritis . Autoimmunity has been viewed to play a major role in the pathogenesis
244	3490542	ablate material and reduce the volume of the nucleus pulposus achieving a clinically important reduction in intradisk pressure . A	novel	intradisk pressure - volume compliance curve will be generated experimentally to establish the ideal laser parameters which yield the greatest
245	3174583	cells do not rearrange Ig or T cell receptor genes . Thus , this is an opportunity to study a	novel	Ag-receptor interaction in the immune system . 1 ) BMC allografts often fail in patients with severe combined immune deficiency
246	3188474	1,2 - dimethylhydrazine as the initiating agent in male Fischer 344 rats . Initial purification will be done using a	novel	procedure developed by us which is based on the release of the activity from the microsomal membrane by phospholipase C
247	3193803	to repair them . During our study of denV - encoded endonuclease V-catalyzed UV repair in eukaryotic cells , three	novel	and interesting experimental observations have been made : ( i ) although UV excision repair and reporter gene expression can
248	3459763	B cells . The functions of EBVI genes will be studied by expressing selected EBVI genes ( those that are	novel	and whose sequence predicts growth - regulatory or transforming properties ) in EBV - negative B cell lines and normal
249	3198440	constituent estradiol / nitrogen mustard moieties . In fact , estramustine , as an intact molecule , has an entirely	novel	mechanism of action unique from other anti-tumorigenic drugs . One long term goal of this grant proposal is to investigate
250	3874510	may also be similarly phosphorylated and activated by IL I /TNF / PMA activated serine kinase . The identification of	novel	IL 1 / TNF inducible cytokines has enabled us to purify and molecularly clone the cDNAs of two novel leukocyte
251	3874510	of novel IL 1 / TNF inducible cytokines has enabled us to purify and molecularly clone the cDNAs of two	novel	leukocyte chemotactic and activating factors , i.e. neutrophil / lymphocyte chemotactic and activation factor ( newly named interleukin 8 )
252	3874511	in vitro models may be useful to elucidate its mechanism of action at the molecular level . Finally an apparently	novel	tumor cytostatic factor has been identified in lysates of rat RNK tumor lines and is being biochemically characterized prior to
253	3489201	vivax . Data from this study will be used to establish principle that can be applied to the development of	novel	vaccine candidates for the human malaria parasites . This proposal relates to the invention of a system for automatic multiple
254	3144589	exposure to haptenated gamma globulin conjugates as a model for tolerance . Recently , we extended this model to a	novel	system involving the pretreatment of murine spleen cells with anti-immunoglobulin ( Ig ) antibody , as surrogate antigen , for
255	3144605	of EBV . The data accumulated during the course of this proposal will provide new and important information about this	novel	activation pathway and , hopefully , clearer insight into the potential regulation of the uncontrolled B-cell lymphoproliferation induced by this
256	3810571	of the precise structural features in TAR RNA necessary for its interaction with the trans-activation machinery . We will use	novel	spectroscopic approaches , employing new fluorescent derivatives of TAR RNA , to explore the structure and dynamics of TAR RNA
257	3160728	( CS ) glycosaminoglycans of osteoarth - ritic proteoglycans . The objectives of this proposal are to further investigate this	novel	finding . The specific aims to achieve this objec - tive will be : 1 . To determine the relative
258	3174764	pleiotropic or multidrug resistance ) . Recently we have identified two exciting therapeutic leads , represented by hybrid nitrosoureidoanthracyclines and	novel	lipophilic N-alkylanthracyclines , for bypassing anthracycline and multidrug resistance . For each analogue - type , prototype compounds have been
259	3459382	cells nor in many benign and slow growing malignant tumors . In tumor cells , p120 is found in a	novel	DNA associated fibril- like particle that is localized to a unique perinucleolar region . In cancer cells the nucleolus in
260	2094623	and analysis of the absorption spectra , fluorescence spectra and the electrophoretic densitometric traces of DNA and / or some	novel	mesoionic indole derivatives prior to and subsequent to nanosecond Nd : YAG laser irradiation . Absorption and fluorescence data will
261	3874706	such as T cell activation , and by concomitant infection with some DNA virus . We have recently presented the	novel	observation of two enhancer elements in HIV - 2 that regulate virus expression . Contrary to the previous belief that
262	3455329	but important clinically . Intracellular vesicle traffic , phagosome - lysosome fusion , and lysosomal pH may be affected .	Novel	fluorescence assays , detecting phagocytosis of MAI , vesicular pH , and lysosomal enzyme content have been devised to examine
263	3144041	cell ( CTL ) response without an anti-viral antibody response ( Patent pending ) . Our working hypothesis for this	novel	concept is to test in a mouse model system whether synthetic peptides derived from HIV envelope and core proteins can
264	3144048	sterile mutants of C. neoformans . As sex pheromones result in G1 arrest of susceptible cells , they may provide	novel	targets for anticryptococcal therapy . Characterization of the pheromone receptors may eventually allow dissection of the signal transduction system in
265	3489219	vivax . Data from this study will be used to establish principles that can be applied to the development of	novel	vaccine candidates for the human malaria parasites . This approach is of special interest because BCG is currently used for
266	3811041	library from both merozites and gametocytes is under construction . The inserts will be used in subtractive hybridization to yield	novel	genes for each stage and our emphasis will be on the ones involved in the differentiation . Developmental regulation of
267	3458731	tested is that chromosome breakage and rearrangement facilitate induction of resistance to chemotherapeutic agents . To study this process ,	novel	cell fusion techniques will be employed to : 1 ) Test whether ionizing radiation - induced translocations of the chromosomal
268	3458731	treatment combinations can be employed to decrease the fraction of clonal variants in tumor populations . The procedures will employ	novel	techniques based on cell fusion that allow the generation of unlimited numbers of CHO cell strains differing only in the
269	3492354	1 ) to determine the ability of existing methods to detect cancer clusters , and ( 2 ) to develop	novel	, sensitive approaches to the detection of disease clusters in situations where environmental and geographic causes ( such as proximity
270	3197665	. This information will be useful in understanding drug protein interactions and will be eventually useful in the design of	novel	anti-topoisomerase agents . Agents such as mAMSA and camptothecin are potent inducers of genetic recombination and mutations in yeast .
271	3198582	- Gua and AF - FaPyr . Two strategies for antigen production will be used . ( A ) A	novel	DNA adduct-oxime antigen and ( B ) a hapten made from aflatoxin guanosine adduct produced by synthetic aflatoxin epoxide will
272	3460246	. A departure from traditional carcinogenesis studies entails utilization of rainbow trout . Studies with trout will permit exploitation of	novel	aspects of this model system . First generations experiments include whole animal tumor induction studies with N-methyl - N'-nitro-N-nitrosoguanidine (
273	3813426	isolating and characterizing genes that constitute the immediate early transcriptional response to these events . We have isolated over 60	novel	cDNA clones that represent mRNA species induced by PHA and PMA in human peripheral blood T cells . We initially
274	3813429	, 1988 ) . Relatively few of the glycolipids belonging to this class have been characterized . We are purifying	novel	sulfated glycolipids from several sources including human kidney and meconium and breast and small cell lung carcinoma cell lines .
275	3874385	because of the lack of suitable methodologies . Using stable isotopes , GC / MS - methodology , and a	novel	method of data analysis , we measured de novo synthesis in mouse tumors and tissues . These values were compared
276	3874523	to search for the factor ( s ) regulating this particular step in p2l recycling . We have identified a	novel	membrane factor , which markedly stimulated the guanine nucleotide exchange activity of ras proteins . The ras guanine nucleotide exchange
277	3874530	. Our studies indicate that the IL - 6 binding protein contained within the 130 k Da complex comprises a	novel	, high - affinity IL - 6 receptor which has not been described previously . We observed that the expression
278	3874716	. The possible role of other growth inhibitory polypeptides in the development of hepatocarcinogenesis is currently being investigated . A	novel	20 KD liver - derived growth inhibitor ( LDGI ) has been purified to a high specific activity and its
279	3211935	- Phe - Leu ] . In this application , we apply these findings an describe the syntheses of various	novel	families of potentially selective an highly active opioids . Future target molecules will include analogs of dermorphin in which phenylalanine
280	3143296	of nucleotide sequences exhibiting as little as 60 - 70 % homology to the probes employed , we have identified	novel	families of distantly related endogenous retroviruses in a variety of vertebrate species from avian to primate , including man .
281	3143296	in a variety of vertebrate species from avian to primate , including man . In addition to the identification of	novel	ancient endogenous retroviruses , these procedures have revealed the presence of retrovirus - related genetic sequences that are present individually
282	3489228	thereby relieving asthmatic symptoms . Agonist binding by the receptor leads to a desensitization and reduced agonist response . A	novel	protein kinase , beta adrenergic receptor kinase , is intimately involved in this process . The aim of this proposal
283	3489244	the most common measure of progression of HIV - infected individuals toward frank AIDS . We propose coupling Zynaxix '	novel	lipophilic cell linkers with existing magnetic bead - based cell separation techniques to produce an inexpensive alternative suitable for routine
284	3459776	chemopreventive agents based upon biochemical mechanisms of action of tumor promoting agents . Recent data from my laboratory demonstrates a	novel	6 kb mRNA is present in a human colon polyp cell line , but is absent in human colon carcinoma
285	3459776	is of a different size from previously reported human erbA messages . The colonic 6 kb mRNA is potentially a	novel	erbA transcript , differentially expressed between malignant and nonmalignant colon cell lines . Two previously cloned human erbA transcripts encode
286	3492777	that the insight gained through work in this system will be of value in understanding the human disease . The	novel	tricyclic adenosine analog triciribine ( TCN ) , as the prodrug triciribine phosphate ( TCN - 5 ' - phosphate
287	3492777	and whether it is incorporated in internucleotide linkage or as an alkylation adduct . This latter possibility would represent a	novel	mechanism of action . The metabolism of TCN in H.Ep .2 cells will be investigated to elucidate the basis for
288	3813295	the program , we are studying the interaction of cellular factors with cis-regulatory sequences in the IAP LTR . A	novel	enhancer-binding protein fraction has been isolated by DNA affinity chromatography from transformed human and mouse cells . The fraction ,
289	3813435	to as C1114.12 , contains a 1.7 kB insert . The sequencing of this clone revealed that it contained a	novel	sequence with a single open reading frame encoding for a unique peptide sequence . Primer extension data are consistent with
290	3874390	agents . These compounds were designed as partial structures of the ring expanded analogue of the antibiotic oxetanocin . Several	novel	analogues of the potent antitumor agent cyclopentenyl cytosine ( CPE - C ) were synthesized . The modifications consisted mainly
291	3874726	, and may be used as a marker to identify this gene . The identification and characterization of this apparently	novel	oncogene is now in progress . A library was prepared from EcoRI partial digests of tertiary transfectant DNA ligated into
292	3144142	transactivation by these immediate early proteins and tat . Interception of HIV transactivation by a dominant inhibitory protein represents a	novel	approach aimed at blocking HIV infection at the level of gene regulation . The ability of a mutated protein to
293	3489315	as much of it as possible to simple measures of biological function , The sequence itself will be begun using	novel	and efficient strategies for large - scale sequencing from existing , ordered 15 kb ( average insert ) lambda phage
294	3489315	to fully correlate the genetic and physical maps of Saccharomyces with the sequence and to learn , by standard and	novel	molecular methods , as much as possible about the encoded proteins and their biological functions . A third project is
295	3489323	mRNAs of different sizes and consequently different PDGFR - B proteins . The purpose of this grant is to develop	novel	inhibitors of herpes simplex virus ( HSV ) replication . HSV is the etiologic agent of a number of clinically
296	3155496	patterns and causes of bone loss and fractures , we will extend their followup to 12 yrs . 2 )	Novel	biochemical indices of bone turnover and new technologies for measurement of BMD have been developed that should greatly enhance the
297	3158585	biochemical and molecular mechanisms through which individual fatty acids influence cellular activation and participate in immune and inflammatory responses .	Novel	fatty acids such as eicosapentaenoic acid ( EPA ) , abundant in fish lipid , and gammalinolenic acid ( GLA
298	3158585	acids regulate human T lymphocytes activation and function . In turn , they might have clinical implications for development of	novel	benign therapy for inflammatory and autoimmune disorders . Reactivity of synovial T cells to mycobacterial 65 kd heat shock protein
299	3811061	of myelin basic protein , actin and hemoglobin . Still screening and purifying peptides , we continue our search for	novel	neuropeptides that may arise by posttranslational processing of prohormone precursors . New efforts have been made to develop a chemical
300	3811063	Hazleton Laboratories America , Inc . This contract supports the breeding and quality control testing of a wide range of	novel	mouse strains , as well as derivation and characterization of new recombinant strains , production of hybridomas and other serological
301	3811225	be related to the transactivation mechanisms used by the herpes early proteins . We have continued our analysis of a	novel	protein kinase gene encoding a protein with extensive homology to the raf oncogene . Three different versions of the cDNA
302	3167432	cancer . The chief objective of our research program is to open up new synthetic methods for the preparation of	novel	fused heterocyclic compounds . The project will focus on using sulfonyl substituted alkenes and dienes as substrates for generating unusual
303	3167441	overall objective of our research program involves the development of a general , broadly applicable method for the synthesis of	novel	heterocyclic systems . Emphasis is placed on the use of 1,3- dipolar cycloaddition chemistry for the construction of a variety
304	3172515	In this application we propose to continue our study of molecular mechanisms in RNA splicing in intact cells using the	novel	MuSVts110 retrovirus as a model system . As outlined in this application , our previous work has led to an
305	3173306	. The cDNA of some of these antigens have been cloned . These investigations have led to the development of	novel	reagents for nuclear imaging and potential immunotherapy . In HCC we have observed the existence of low level hepatitis B
306	3173306	in the present application will help to define the molecular events associated with human hepatocyte transformation and will result in	novel	reagents for immunodiagnosis and therapy . The goals of this grant are to continue the characterization of a novel monocyte
307	3178422	in novel reagents for immunodiagnosis and therapy . The goals of this grant are to continue the characterization of a	novel	monocyte activating factor ( MAF ) produced by the T-cell hybridoma FtF3 ( ATCC HB 9713 ) developed in this
308	3197066	examined , first by determination of its structure with cloning and polymerase chain reaction analysis , then by use of	novel	culture techniques to test its in vitro biologic activity . The existence in nature of a defective virus particle with
309	3813301	and posters will be used to publicize the meeting . The genetic regulation of tumor metastasis was investigated . A	novel	gene , nm23 , was identified on the basis of its consistent reduced expression in highly metastatic rodent and human
310	3813444	isolating and characterizing genes that constitute the immediate early transcriptional response to these events . We have isolated over 60	novel	cDNA clones that represent mRNA species induced by PHA and PMA in human peripheral blood T Cells . A subset
311	3874402	lipids and an assay for protein prenyltransferase activity in cell free extracts . Initial studies on cell permeabilization suggest a	novel	role for ATP in cell adhesion , which is currently under investigation . 2',3'-Dideoxyinosine ( ddI ) is in clinical
312	3212503	contributions to VF . It is anticipated that once the mechanisms responsible for cocaine- induced VF have been determined ,	novel	therapeutic interventions can be devised to reduce the number of these untimely deaths . The problems associated with cocaine abuse
313	3143364	information is a necessary prerequisite to the understanding of complex questions regarding the molecular basis of parasitism and may suggest	novel	therapeutic strategies for control of parasite nematode infection . One of the most poorly understood essential components of the immune
314	3143409	- mediated immunity plays a dominant role in host defense against this organism . These studies have also advanced a	novel	hypothesis for a mechanism by which activated human monocytes inhibit the intracellular multiplication of L. pneumophila , i.e. by limiting
315	3489269	exhibiting the emergent dextran sulfate toxicity and with improved bioavailability . Towards this end we will determine whether in a	novel	family of substituted sugars there emerge compounds , following sulfation , that warrant laboratory and sulfated compounds and evaluate their
316	3145393	the need to irradiate the host animals . Construction of this stem cell - defective stock takes advantage of a	novel	mutation ( W41 ) at the dominant spotting ( W ) locus . These NK cell - depleted and hematopoietic
317	3811071	in its interactions with regulatory proteins , methods for purification of mammalian adenylyl cyclase have been improved and simplified .	Novel	derivatives of forskolin , a terpenoid compound that interacts directly with the catalytic subunit of adenylyl cyclase , were evaluated
318	3811072	adenylyl cyclase . Ultimately , the information gained may allow rational design of new classes of therapeutic agents . A	novel	sulfurizing reagent was developed to facilitate the automated preparation of oligodeoxyribonucleoside phosphorothioates via the standard " phosphoroamidite " approach .
319	3811235	in the Sabin poliovirus strain type 3 is a major determinant of reversion to neurovirulence , we have developed a	novel	molecular assay for the revertant particles in preparations of the vaccine . It was found that the proportion of 472
320	3191823	where it interferes in the biochemical mechanism of estrogen response . They plan also to assess the relevance of this	novel	growth-inhibitory activity of AFP / E2 by testing its effect against freshly resected human breast cancers growing as first transplant
321	3193978	enzymes that utilize visible light to split the dimers , thereby regenerating the original pyrimidines . The mechanism of this	novel	photobiological repair system is unknown , but it appears to involve a photoinitiated electron transfer from an enzyme-bound cofactor to
322	3193987	. A genetic analysis of mutations in the terminal nucleic acid sequences of the virus through the use of a	novel	in vivo assay to determine strand switching . It is hoped that this will reveal specific segments of the viral
323	3194770	liver and spleen . Animal models of focal and diffuse cancer will be developed to allow efficient preclinical screening of	novel	magnetic particles . Particles with increased relaxivity or improved biodistribution will be matched to pulse sequence techniques optimized for specific
324	3195543	areas of the abdomen and thorax by acquiring the data within a breath-holding interval . This is accomplished by a	novel	system utilizing a set of interleaved square spiral scans of k-space . This unique approach , which has been successfully
325	3197094	, 38C13 . To date , the role of antibody isotype has been unambiguously defined in this model and a	novel	anti-idiotype effect of immunoselection for the outgrowth of idiotype variants which are no longer reactive with the therapeutic antibody has
326	3492518	impediment to effective use of the technique . The Pandora hard copy system promises to solve that problem . A	novel	form of tumor-antigen , termed Large Multivalent Immunogen ( LMI ) , has been found to have dramatic effects on
327	3197721	introduction of cancer-related legislation in the 1991 session of the Indiana General Assembly . Tenascin , first characterized as a	novel	glioma-mesenchymal extracellular matrix ( GMEM ) glycoprotein ( Bourdon et al. , 1983 ; 1985 ) , is distinctive in
328	3197721	the use of receptor-specific antibodies , amino acid sequencing and ligand binding assays ; 4 ) clone and sequence the	novel	alpha subunit of TNR1 . The results will provide the structure of the receptor alpha subunit and perhaps insights into
329	3197730	of ANNGs , employing kinetic and analytical techniques . In particular , it will focus on what factors control the	novel	partitioning of the parent compound MNNG between alkylating and non - alkylating products . This study may then define conditions
330	3813315	identified two peptides that bind IL - 2 , the 55 kD peptide reactive with the anti-Tac monoclonal and a	novel	70/75 kD ( p75 ) peptide . We have proposed a multichain model for the high - affinity IL -
331	3813464	demonstrated that IL5 is sufficient to induce these responses . Recombinant IL5 stimulation results in the appearance of a phenotypically	novel	B cell population which expresses high densities of Pgp -l ( CD44 ) and relatively low densities of B220 (
332	3813464	densities of B220 ( CD45 ) and Ia . Cell fractionation experiments demonstrate that the B cell subpopulation expressing this	novel	phenotype mediates nearly all of the proliferative and immunoglobulin secretory activity of the activated B cell populations . In addition
333	3874743	in progress to investigate the relationship between ras and signaling pathways of cellular transformation . We had previously described a	novel	topoisomerase I ( topo I ) activity associated with two strains of HIV , equine infectious anemia virus ( EIAV
334	3075358	- HT ) , and to develop the approaches necessary to use this newly gained understanding in the design of	novel	compounds with selective properties as agonists , partial agonists and antagonists on the receptors shared by hallucinogens and other 5
335	3212638	behavioral variables that potentially contribute to cocaine self - administration in rats and may therefore result in the development of	novel	pharmacotherapies in the treatment of cocaine withdrawal and abstinence in humans . Recent human data , and very limited animal
336	3424077	kappa opiate receptors in the modulation of isolation distress . Pups of three ages will be tested alone in a	novel	environment . The rates of ultrasonic vocalizations , activity and various other behaviors will be monitored after administration of specific
337	3144758	agents . The long - term goals of this research program are to contribute to the chemistry and biochemistry of	novel	nucleosides , carbohydrates , and related molecules with useful therapeutic potential against AIDS . The specific aims of this research
338	3144758	are concerned with potential synergistic inhibitors of HIV infectivity that are directed at two important post- translational glycosylation . The	novel	compounds targeted for synthesis as HIV reverse transcriptase inhibitors include strategically functionalized congeners , pro-drugs , and positional isomers of
339	3144758	, 3 ' - dideoxyinosine ( ddl ) . Potential glycosylation inhibitors ( of HIV glycoprotein gp120 ) proposed are	novel	aminosugars of the deoxynojirimycin family . Justification for the choice of the target compounds is presented . Chemical and biochemical
340	3144758	expected from the biological evaluation data . Combination chemotherapeutic studies involving synergistic inhibition of HIV infectivity are planned . The	novel	compounds proposed have high probability of being antivirally useful and the investigation is also expected to contribute to filling some
341	3155706	immunologic mechanisms which are important in the pathogenesis of the autoimmune connective tissue diseases . We have recently made the	novel	observation that CD8 + lymphocyte subsets from SLE patients paradoxically sustain antibody production . In the next project period ,
342	3457535	two different kinds of light chains , and a specific site on the rod portion of the molecule . A	novel	new method of attaching probes specifically to serines or threonines that are phosphorylated by kinases is presented . This labeling
343	3079975	in the regions surrounding other translocation breakpoints not known to be associated with cellular proto-oncogenes . We have identified a	novel	single translocation breakpoint t( 3 ; 4 ) in the leukemic cells of a patient with a B cell leukemia
344	3163634	of the homebox , the Zn finger and the helix - loop -helix domain . This work has recently uncovered	novel	homebox genes with lineage - specific expression and unexpectedly revealed that a homebox gene can be oncogenic . Significance :
345	3163634	and lymphomas , generate new animal models for leukemogenesis , clarify the biological effects of oncogenes and anti-oncogenes and reveal	novel	genes that help to govern lineage commitment . Thus , the research should help to elucidate the normal genetic control
346	3482393	questions are the subject of this application . A transgenic mouse tumor system will be used in conjunction with a	novel	in vitro assay to elucidate the biochemical , molecular and genetic mechanisms of the switch to the angiogenic state during
347	3185865	lines . cDNA clones of three differentiation primary response genes , MyD1 , 2 , & 3 , which appear	novel	( based on hybridization studies and homology searches of sequence databanks ) , have been selected for further structural and
348	3194775	is to identify genes responsible for the progression of hormone - dependent prostate cancer to hormone - independence . A	novel	host / vector gene cloning system will be used to isolate cDNA clones which can confer hormone - independent growth
349	3195599	necessary to invent new synthetic methods and to explore the scope and limitations of existing ones . Specifically , a	novel	and unified entry to the promising antitumor ansa macrocyles macbecin ( NSC 330500 ) and herbimycin will be developed .
350	3813468	been derived , one with specificity for CD2 ( sheep red blood cell receptor ) and one which defines a	novel	T cell determinant . The latter antibody precipitates a 92 KD molecule and a predominant 45 KD band under non-reducing
351	3874417	role in alcohol related diseases . The project investigates the design , manufacturing , testing , and use of a	novel	radionuclide generator for biomedical applications . The generator has a long shelf - half -life , many years , and
352	3874748	DNA binding experiments establish that single zinc finger peptides can successfully compete with the intact DNA binding domain in a	novel	gel shift competition assay . Mutations in conserved cysteines fail to compete . Mutations in the CII finger establish that
353	3213128	psychological effects of cocaine and how these compare to other stimulants . This knowledge is essential to the development of	novel	approaches to stimulant antagonism and pharmacological treatment strategies for abusers . Few Americans lives have been left untouched by the
354	3213148	, this task will be achieved by antidromic stimulation from the terminal regions . For in vitro recordings , a	novel	recording technique utilizing a priori labelling of DA cell bodies will be developed during the first year of this project
355	3213159	related to drug taking in the natural environment . Understanding the behavioral economics of drug self - administration may provide	novel	conceptual and empirical tools to 1 ) evaluate potential drug and non-drug therapies , 2 ) identify and study conditions
356	3213284	for the action of hallucinogens on receptors of the neurotransmitter serotonin ( 5 - HT ) , and to design	novel	compounds with selective properties as agonists , partial agonists and antagonists on the receptors shared by hallucinogens and other 5
357	3144826	virus morphogenesis and replication . The results obtained from this study are likely to be useful for the design of	novel	antiviral drugs . Methods used will include the construction of mutant proviruses by site - directed mutagenesis and their characterization
358	3811256	in which immunization represents a logistical as well as scientific problem . For several years attention was directed to a	novel	kind of measles vaccines produced in a continuous line of human diploid lung cells as opposed to conventional measles vaccines
359	3080011	gene and the CSF - 1R gene on human chromosome 5 - whether this positioning is purely coincidental or promotes	novel	regulation of CSF - 1R expression . The abnormal cells from patients with myelodysplastic syndromes and acute myelogenous leukemias fail
360	3558422	renal tumors of childhood , their epidemiology and the late effects of successful therapy , while conducting clinical trials of	novel	therapies . These trials address the following question : Can single daily doses of effective chemotherapeutic agents given more frequently
361	3506726	develop inexpensive , self - developing , instant films for monitoring dose , and verification of radiation therapy . A	novel	class of compositions which develop color upon irradiation with x-ray , gamma ray , electrons and neutrons will be synthesized
362	2093250	a more efficient scanning grid which could be manufactured reliably and cost effectively . We also plan to develop a	novel	automatic x- ray exposure control device so that the system will provide consistent , high quality , scatter free radiographics
363	3195623	their antigenic cross-reactivity . This requires virus isolation with molecular analysis and / or PCR amplification studies . Using a	novel	co-cultivation method we have successfully isolated HTLV - II from five IVDAs and provirus mapping of the isolates have suggested
364	3195639	Lastly , we will continue to characterize integration sites in IL - 3 - dependent myeloid cell lines to identify	novel	genes involved in their transformation . These studies will provide new insights into the genes involved in myeloid transformation and
365	3195662	lines ( and appropriate controls ) will be characterized , and assessed for generation of experimental tumors or leukemia .	Novel	methods for generation of variant cells which lack the Na+-dependent C1 -/ HCO3 - exchanger are proposed . These variants
366	3197129	. We will compare levels of HTLV - I replication in HAM patients to those in symptomatic individuals using a	novel	adaptation of the polymerase chain elongation technique for analysis of both DNA and RNA levels . Finally , as preliminary
367	3434112	, therefore , includes focal research areas for both basic and clinical scientists as well as for specialists interested in	novel	basic aspects which might be applied to the field situation . It is felt that the traditional success of the
368	3874431	and tissues is still a complex set of problems . The Radiation Physics and Computer Automation Section is attempting a	novel	approach employing computer aided convolution of CT density distributions into scout film images , and " loaded " with radioactivity
369	3874433	biologic agents such as interferon and colony stimulating factors and 3 ) investigating the activity and mechanisms of action of	novel	agents for efficacy in the treatment of gastrointestinal malignancy . In addition , we are investigating the autocrine growth factor
370	3874438	chain reaction ( PCR ) technology into the preparation and analysis of subtractive CDNA libraries . We have used this	novel	methodology to identify genes which are expressed in most murine plasmacytomas but rarely in B lymphomas . Thus far ,
371	3874617	which express high mRNA levels of these new TGF - Betas and anti-peptide antibodies raised to sequences of the putative	novel	TGF - Betas to detect expression of the proteins , TGF - Betas 3 - 5 have not yet been
372	3874617	immunoreactivity , when that is possible . TGF - Betas 3 , 4 , or 5 as well as any	novel	TGF - Beta isoforms so purified will then be assayed in a broad spectrum of both in vitro and in
373	3455390	. However , the widespread use of BCG makes it a potential host for the construction of recombinant vaccines with	novel	specificities . There is an urgent need for more effective vaccines and drugs to control mycobacterial diseases . Progress to
374	3144857	whereas if the enzyme 's inhibition profile is similar to that of the host enzyme , the testing of clinically	novel	DHFR inhibitors would be more appropriate and may , following the Leishmania paradigm , lead to the identification of effective
375	3071971	. Therefore , we intend to undertake studies of the secondary metabolites of these three fungi subgroups in search of	novel	compounds with antifungal , antitumor , antiviral , and other potentially useful bioactivities . Our approach to this research is
376	3071971	chemistry of these fungi subgroups , while evaluating the potential of an ecologically - based approach to the discovery of	novel	bioactive agents . Natural killer ( NK ) cells are operationally defined as cells capable of mediating spontaneous in vitro
377	3877053	A2 may play a role in the initiation and propagation of this disease , we studied the effect of a	novel	synthetic peptide and a PLA2 inhibitor , antiflammin , on EIU in rats . The interferon ( IFN ) protein
378	3483997	is synthesized in the vertebrate pigment epithelium . We have shown that the membranes of the pigment epithelium contain a	novel	biosynthetic enzyme system capable of transforming free all - trans-retinol into its 11 - cis congener . This thermodynamically uphill
